invoice_id,full_date,month_name,day_part,branch_code,city,customer_type,gender,product_line_name,payment_name,unit_price,quantity,total,gross_income,rating
620-02-2046,2019-01-27,January,Evening,C,Naypyitaw,Normal,Male,Home and lifestyle,Ewallet,69.40,2,145.7400,6.9400,9.0
472-15-9636,2019-03-22,March,Evening,A,Yangon,Normal,Male,Home and lifestyle,Ewallet,50.93,8,427.8120,20.3720,9.2
142-63-6033,2019-03-20,March,Evening,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet,92.36,5,484.8900,23.0900,4.9
641-43-2399,2019-01-26,January,Evening,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet,25.55,4,107.3100,5.1100,5.7
400-60-7251,2019-02-10,February,Afternoon,A,Yangon,Normal,Male,Home and lifestyle,Ewallet,74.07,1,77.7735,3.7035,9.9
307-85-2293,2019-03-07,March,Afternoon,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet,50.28,5,263.9700,12.5700,9.7
378-24-2715,2019-01-20,January,Evening,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet,53.44,2,112.2240,5.3440,4.1
287-21-9091,2019-01-22,January,Morning,A,Yangon,Normal,Male,Home and lifestyle,Ewallet,74.67,9,705.6315,33.6015,9.4
803-83-5989,2019-02-24,February,Morning,C,Naypyitaw,Normal,Male,Home and lifestyle,Ewallet,55.73,6,351.0990,16.7190,7.0
242-55-6721,2019-03-07,March,Morning,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet,16.16,2,33.9360,1.6160,6.5
305-89-2768,2019-01-09,January,Evening,B,Mandalay,Member,Female,Home and lifestyle,Ewallet,21.90,3,68.9850,3.2850,4.7
291-55-6563,2019-03-30,March,Afternoon,A,Yangon,Member,Female,Home and lifestyle,Ewallet,34.42,6,216.8460,10.3260,7.5
848-95-6252,2019-02-20,February,Afternoon,C,Naypyitaw,Member,Female,Home and lifestyle,Ewallet,86.27,1,90.5835,4.3135,7.0
427-45-9297,2019-03-12,March,Morning,B,Mandalay,Member,Female,Home and lifestyle,Ewallet,40.73,7,299.3655,14.2555,5.4
728-88-7867,2019-03-19,March,Afternoon,C,Naypyitaw,Member,Female,Home and lifestyle,Ewallet,75.53,4,317.2260,15.1060,8.3
334-64-2006,2019-03-24,March,Afternoon,A,Yangon,Member,Female,Home and lifestyle,Ewallet,70.32,2,147.6720,7.0320,9.6
788-07-8452,2019-01-27,January,Evening,C,Naypyitaw,Member,Female,Home and lifestyle,Ewallet,24.24,7,178.1640,8.4840,9.4
218-59-9410,2019-03-29,March,Afternoon,A,Yangon,Member,Female,Home and lifestyle,Ewallet,72.42,3,228.1230,10.8630,8.2
627-95-3243,2019-02-04,February,Afternoon,B,Mandalay,Member,Female,Home and lifestyle,Ewallet,77.68,9,734.0760,34.9560,9.8
767-05-1286,2019-01-23,January,Afternoon,C,Naypyitaw,Member,Female,Home and lifestyle,Ewallet,83.77,6,527.7510,25.1310,5.4
325-77-6186,2019-03-08,March,Morning,A,Yangon,Member,Female,Home and lifestyle,Ewallet,90.65,10,951.8250,45.3250,7.3
731-14-2199,2019-01-04,January,Afternoon,A,Yangon,Member,Female,Home and lifestyle,Ewallet,35.54,10,373.1700,17.7700,7.0
263-87-5680,2019-03-18,March,Evening,C,Naypyitaw,Member,Female,Home and lifestyle,Ewallet,28.53,10,299.5650,14.2650,7.8
305-14-0245,2019-03-03,March,Evening,B,Mandalay,Member,Female,Home and lifestyle,Ewallet,94.49,8,793.7160,37.7960,7.5
280-35-5823,2019-01-17,January,Evening,B,Mandalay,Member,Female,Home and lifestyle,Ewallet,86.72,1,91.0560,4.3360,7.9
303-96-2227,2019-03-02,March,Evening,B,Mandalay,Normal,Female,Home and lifestyle,Ewallet,97.38,10,1022.4900,48.6900,4.4
558-60-5016,2019-03-04,March,Afternoon,A,Yangon,Normal,Female,Home and lifestyle,Ewallet,33.30,9,314.6850,14.9850,7.2
809-69-9497,2019-01-19,January,Evening,A,Yangon,Normal,Female,Home and lifestyle,Ewallet,45.68,10,479.6400,22.8400,5.7
501-61-1753,2019-01-03,January,Evening,B,Mandalay,Normal,Female,Home and lifestyle,Ewallet,63.15,6,397.8450,18.9450,9.8
593-14-4239,2019-03-05,March,Evening,B,Mandalay,Normal,Female,Home and lifestyle,Ewallet,95.46,8,801.8640,38.1840,4.7
892-05-6689,2019-03-11,March,Afternoon,A,Yangon,Normal,Female,Home and lifestyle,Ewallet,28.32,5,148.6800,7.0800,6.2
209-61-0206,2019-01-05,January,Evening,A,Yangon,Normal,Female,Home and lifestyle,Ewallet,42.91,5,225.2775,10.7275,6.1
256-08-8343,2019-03-04,March,Evening,A,Yangon,Normal,Female,Home and lifestyle,Ewallet,56.53,4,237.4260,11.3060,5.5
730-70-9830,2019-03-14,March,Evening,C,Naypyitaw,Normal,Female,Home and lifestyle,Ewallet,70.11,6,441.6930,21.0330,5.2
721-86-6247,2019-03-11,March,Afternoon,A,Yangon,Normal,Female,Home and lifestyle,Ewallet,63.42,8,532.7280,25.3680,7.4
856-22-8149,2019-03-23,March,Morning,A,Yangon,Normal,Female,Home and lifestyle,Ewallet,25.29,1,26.5545,1.2645,6.1
239-10-7476,2019-01-21,January,Afternoon,A,Yangon,Normal,Female,Home and lifestyle,Ewallet,77.95,6,491.0850,23.3850,8.0
319-50-3348,2019-03-11,March,Afternoon,B,Mandalay,Normal,Female,Home and lifestyle,Ewallet,40.30,2,84.6300,4.0300,4.4
315-22-5665,2019-02-24,February,Morning,C,Naypyitaw,Normal,Female,Home and lifestyle,Ewallet,73.56,10,772.3800,36.7800,8.0
267-62-7380,2019-03-29,March,Evening,C,Naypyitaw,Member,Male,Electronic accessories,Ewallet,82.34,10,864.5700,41.1700,4.3
585-90-0249,2019-01-27,January,Evening,A,Yangon,Member,Male,Electronic accessories,Ewallet,73.26,1,76.9230,3.6630,9.7
457-94-0464,2019-01-31,January,Evening,B,Mandalay,Member,Male,Electronic accessories,Ewallet,87.87,9,830.3715,39.5415,5.6
197-77-7132,2019-01-12,January,Evening,B,Mandalay,Member,Male,Electronic accessories,Ewallet,91.56,8,769.1040,36.6240,6.0
273-84-2164,2019-02-16,February,Afternoon,C,Naypyitaw,Member,Male,Electronic accessories,Ewallet,12.05,5,63.2625,3.0125,5.5
794-32-2436,2019-03-27,March,Afternoon,B,Mandalay,Member,Male,Electronic accessories,Ewallet,55.67,2,116.9070,5.5670,6.0
840-19-2096,2019-03-14,March,Evening,C,Naypyitaw,Member,Male,Electronic accessories,Ewallet,87.91,5,461.5275,21.9775,4.4
760-90-2357,2019-03-20,March,Afternoon,A,Yangon,Member,Male,Electronic accessories,Ewallet,74.51,6,469.4130,22.3530,5.0
726-29-6793,2019-01-28,January,Evening,A,Yangon,Member,Male,Electronic accessories,Ewallet,24.18,8,203.1120,9.6720,9.8
563-36-9814,2019-02-13,February,Evening,A,Yangon,Member,Male,Electronic accessories,Ewallet,76.82,1,80.6610,3.8410,7.2
411-77-0180,2019-03-26,March,Evening,A,Yangon,Member,Male,Electronic accessories,Ewallet,72.20,7,530.6700,25.2700,4.3
151-16-1484,2019-02-13,February,Afternoon,A,Yangon,Member,Male,Electronic accessories,Ewallet,32.25,4,135.4500,6.4500,6.5
583-72-1480,2019-01-31,January,Afternoon,C,Naypyitaw,Member,Male,Electronic accessories,Ewallet,37.06,4,155.6520,7.4120,9.7
704-48-3927,2019-01-12,January,Afternoon,A,Yangon,Member,Male,Electronic accessories,Ewallet,88.67,10,931.0350,44.3350,7.3
300-71-4605,2019-02-25,February,Morning,C,Naypyitaw,Member,Male,Electronic accessories,Ewallet,86.04,5,451.7100,21.5100,4.8
745-74-0715,2019-03-10,March,Evening,A,Yangon,Normal,Male,Electronic accessories,Ewallet,58.03,2,121.8630,5.8030,8.8
366-43-6862,2019-03-25,March,Afternoon,B,Mandalay,Normal,Male,Electronic accessories,Ewallet,52.89,4,222.1380,10.5780,6.7
886-77-9084,2019-02-19,February,Morning,C,Naypyitaw,Normal,Male,Electronic accessories,Ewallet,71.89,8,603.8760,28.7560,5.5
137-63-5492,2019-01-29,January,Afternoon,C,Naypyitaw,Normal,Male,Electronic accessories,Ewallet,58.76,10,616.9800,29.3800,9.0
438-23-1242,2019-01-24,January,Morning,B,Mandalay,Normal,Male,Electronic accessories,Ewallet,75.88,7,557.7180,26.5580,8.9
369-82-2676,2019-01-15,January,Evening,B,Mandalay,Normal,Male,Electronic accessories,Ewallet,75.66,5,397.2150,18.9150,7.8
655-07-2265,2019-03-05,March,Afternoon,A,Yangon,Normal,Male,Electronic accessories,Ewallet,78.31,3,246.6765,11.7465,5.4
219-61-4139,2019-01-23,January,Evening,C,Naypyitaw,Normal,Male,Electronic accessories,Ewallet,83.08,1,87.2340,4.1540,6.4
857-67-9057,2019-02-06,February,Evening,B,Mandalay,Normal,Male,Electronic accessories,Ewallet,22.95,10,240.9750,11.4750,8.2
575-67-1508,2019-01-29,January,Morning,A,Yangon,Normal,Male,Electronic accessories,Ewallet,38.60,1,40.5300,1.9300,6.7
598-47-9715,2019-03-07,March,Afternoon,C,Naypyitaw,Normal,Male,Electronic accessories,Ewallet,84.07,4,353.0940,16.8140,4.4
453-63-6187,2019-03-01,March,Afternoon,B,Mandalay,Normal,Male,Electronic accessories,Ewallet,27.50,3,86.6250,4.1250,6.5
558-80-4082,2019-03-14,March,Evening,C,Naypyitaw,Normal,Male,Electronic accessories,Ewallet,27.85,7,204.6975,9.7475,6.0
239-36-3640,2019-01-31,January,Afternoon,B,Mandalay,Normal,Male,Electronic accessories,Ewallet,45.35,6,285.7050,13.6050,6.1
888-02-0338,2019-01-25,January,Evening,A,Yangon,Normal,Male,Electronic accessories,Ewallet,26.23,9,247.8735,11.8035,5.9
594-34-4444,2019-03-08,March,Evening,A,Yangon,Normal,Male,Electronic accessories,Ewallet,97.16,1,102.0180,4.8580,7.2
636-48-8204,2019-02-17,February,Morning,A,Yangon,Normal,Male,Electronic accessories,Ewallet,34.56,5,181.4400,8.6400,9.9
699-14-3026,2019-03-25,March,Evening,C,Naypyitaw,Normal,Male,Electronic accessories,Ewallet,85.39,7,627.6165,29.8865,4.1
652-49-6720,2019-02-18,February,Morning,C,Naypyitaw,Member,Female,Electronic accessories,Ewallet,60.95,1,63.9975,3.0475,5.9
636-98-3364,2019-03-02,March,Afternoon,B,Mandalay,Member,Female,Electronic accessories,Ewallet,26.26,3,82.7190,3.9390,6.3
884-80-6021,2019-03-23,March,Afternoon,A,Yangon,Member,Female,Electronic accessories,Ewallet,73.47,10,771.4350,36.7350,9.5
761-49-0439,2019-01-19,January,Morning,B,Mandalay,Member,Female,Electronic accessories,Ewallet,12.10,8,101.6400,4.8400,8.6
324-41-6833,2019-03-03,March,Evening,C,Naypyitaw,Member,Female,Electronic accessories,Ewallet,30.20,8,253.6800,12.0800,5.1
785-96-0615,2019-02-17,February,Afternoon,B,Mandalay,Member,Female,Electronic accessories,Ewallet,35.74,8,300.2160,14.2960,4.9
807-14-7833,2019-02-22,February,Afternoon,A,Yangon,Member,Female,Electronic accessories,Ewallet,17.42,10,182.9100,8.7100,7.0
155-45-3814,2019-03-19,March,Afternoon,C,Naypyitaw,Member,Female,Electronic accessories,Ewallet,88.55,8,743.8200,35.4200,4.7
512-98-1403,2019-03-21,March,Morning,A,Yangon,Member,Female,Electronic accessories,Ewallet,26.48,3,83.4120,3.9720,4.7
355-53-5943,2019-02-25,February,Afternoon,A,Yangon,Member,Female,Electronic accessories,Ewallet,68.84,6,433.6920,20.6520,5.8
226-34-0034,2019-01-10,January,Morning,B,Mandalay,Normal,Female,Electronic accessories,Ewallet,13.78,4,57.8760,2.7560,9.0
151-27-8496,2019-01-19,January,Morning,C,Naypyitaw,Normal,Female,Electronic accessories,Ewallet,56.13,4,235.7460,11.2260,8.6
866-70-2814,2019-02-25,February,Morning,B,Mandalay,Normal,Female,Electronic accessories,Ewallet,52.79,10,554.2950,26.3950,10.0
183-21-3799,2019-02-19,February,Afternoon,C,Naypyitaw,Normal,Female,Electronic accessories,Ewallet,77.63,9,733.6035,34.9335,7.2
834-45-5519,2019-01-31,January,Evening,B,Mandalay,Normal,Female,Electronic accessories,Ewallet,43.00,4,180.6000,8.6000,7.6
134-54-4720,2019-01-30,January,Afternoon,B,Mandalay,Normal,Female,Electronic accessories,Ewallet,42.42,8,356.3280,16.9680,5.7
459-50-7686,2019-01-13,January,Evening,A,Yangon,Normal,Female,Electronic accessories,Ewallet,23.46,6,147.7980,7.0380,6.4
850-41-9669,2019-03-19,March,Afternoon,A,Yangon,Normal,Female,Electronic accessories,Ewallet,75.06,9,709.3170,33.7770,6.2
272-65-1806,2019-01-15,January,Evening,A,Yangon,Normal,Female,Electronic accessories,Ewallet,60.88,9,575.3160,27.3960,4.7
365-64-0515,2019-02-12,February,Morning,A,Yangon,Normal,Female,Electronic accessories,Ewallet,46.95,5,246.4875,11.7375,7.1
503-21-4385,2019-02-21,February,Afternoon,B,Mandalay,Member,Male,Health and beauty,Ewallet,39.91,3,125.7165,5.9865,9.3
176-78-1170,2019-01-26,January,Afternoon,C,Naypyitaw,Member,Male,Health and beauty,Ewallet,33.81,3,106.5015,5.0715,7.3
528-14-9470,2019-02-14,February,Afternoon,A,Yangon,Member,Male,Health and beauty,Ewallet,91.30,1,95.8650,4.5650,9.2
425-85-2085,2019-03-29,March,Afternoon,B,Mandalay,Member,Male,Health and beauty,Ewallet,54.86,5,288.0150,13.7150,9.8
787-15-1757,2019-02-18,February,Afternoon,C,Naypyitaw,Member,Male,Health and beauty,Ewallet,44.07,4,185.0940,8.8140,8.4
667-92-0055,2019-03-04,March,Afternoon,A,Yangon,Member,Male,Health and beauty,Ewallet,99.83,6,628.9290,29.9490,8.5
157-13-5295,2019-03-09,March,Evening,A,Yangon,Member,Male,Health and beauty,Ewallet,51.94,10,545.3700,25.9700,6.5
836-82-5858,2019-01-26,January,Evening,B,Mandalay,Member,Male,Health and beauty,Ewallet,69.37,9,655.5465,31.2165,4.0
875-46-5808,2019-02-06,February,Afternoon,B,Mandalay,Member,Male,Health and beauty,Ewallet,25.90,10,271.9500,12.9500,8.7
342-65-4817,2019-01-28,January,Afternoon,C,Naypyitaw,Member,Male,Health and beauty,Ewallet,86.80,3,273.4200,13.0200,9.9
505-02-0892,2019-02-25,February,Afternoon,B,Mandalay,Member,Male,Health and beauty,Ewallet,42.57,8,357.5880,17.0280,5.6
743-04-1105,2019-03-30,March,Afternoon,B,Mandalay,Member,Male,Health and beauty,Ewallet,97.22,9,918.7290,43.7490,6.0
123-19-1176,2019-01-27,January,Evening,A,Yangon,Member,Male,Health and beauty,Ewallet,58.22,8,489.0480,23.2880,8.4
233-67-5758,2019-01-29,January,Afternoon,C,Naypyitaw,Normal,Male,Health and beauty,Ewallet,40.35,1,42.3675,2.0175,6.2
458-10-8612,2019-01-20,January,Afternoon,C,Naypyitaw,Normal,Male,Health and beauty,Ewallet,64.08,7,470.9880,22.4280,7.6
658-66-3967,2019-01-14,January,Afternoon,C,Naypyitaw,Normal,Male,Health and beauty,Ewallet,53.19,7,390.9465,18.6165,5.0
565-91-4567,2019-03-15,March,Afternoon,B,Mandalay,Normal,Male,Health and beauty,Ewallet,10.75,8,90.3000,4.3000,6.2
635-28-5728,2019-02-28,February,Evening,A,Yangon,Normal,Male,Health and beauty,Ewallet,56.00,3,176.4000,8.4000,4.8
648-94-3045,2019-02-07,February,Afternoon,C,Naypyitaw,Normal,Male,Health and beauty,Ewallet,58.95,10,618.9750,29.4750,8.1
207-73-1363,2019-03-01,March,Afternoon,B,Mandalay,Normal,Male,Health and beauty,Ewallet,69.51,2,145.9710,6.9510,8.1
287-83-1405,2019-02-12,February,Evening,A,Yangon,Normal,Male,Health and beauty,Ewallet,25.43,6,160.2090,7.6290,7.0
568-88-3448,2019-03-03,March,Afternoon,A,Yangon,Normal,Male,Health and beauty,Ewallet,25.00,1,26.2500,1.2500,5.5
268-03-6164,2019-01-25,January,Afternoon,B,Mandalay,Normal,Male,Health and beauty,Ewallet,96.11,1,100.9155,4.8055,7.8
372-94-8041,2019-02-15,February,Evening,A,Yangon,Normal,Male,Health and beauty,Ewallet,15.26,6,96.1380,4.5780,9.8
585-03-5943,2019-03-13,March,Morning,B,Mandalay,Normal,Male,Health and beauty,Ewallet,18.11,10,190.1550,9.0550,5.9
824-88-3614,2019-01-25,January,Afternoon,C,Naypyitaw,Normal,Male,Health and beauty,Ewallet,34.31,8,288.2040,13.7240,5.7
249-42-3782,2019-01-03,January,Morning,A,Yangon,Normal,Male,Health and beauty,Ewallet,70.01,5,367.5525,17.5025,5.5
766-85-7061,2019-03-29,March,Morning,B,Mandalay,Normal,Male,Health and beauty,Ewallet,87.87,10,922.6350,43.9350,5.1
635-40-6220,2019-02-07,February,Morning,A,Yangon,Normal,Male,Health and beauty,Ewallet,89.60,8,752.6400,35.8400,6.6
371-85-5789,2019-03-05,March,Morning,B,Mandalay,Normal,Male,Health and beauty,Ewallet,87.98,3,277.1370,13.1970,5.1
101-81-4070,2019-01-17,January,Afternoon,C,Naypyitaw,Member,Female,Health and beauty,Ewallet,62.82,2,131.9220,6.2820,4.9
160-22-2687,2019-01-23,January,Afternoon,A,Yangon,Member,Female,Health and beauty,Ewallet,95.95,5,503.7375,23.9875,8.8
516-77-6464,2019-02-24,February,Afternoon,C,Naypyitaw,Member,Female,Health and beauty,Ewallet,10.16,5,53.3400,2.5400,4.1
587-73-4862,2019-03-26,March,Morning,A,Yangon,Member,Female,Health and beauty,Ewallet,10.69,5,56.1225,2.6725,7.6
408-66-6712,2019-02-16,February,Afternoon,C,Naypyitaw,Member,Female,Health and beauty,Ewallet,47.71,6,300.5730,14.3130,4.4
608-04-3797,2019-03-05,March,Evening,B,Mandalay,Member,Female,Health and beauty,Ewallet,25.32,8,212.6880,10.1280,8.7
186-09-3669,2019-01-22,January,Morning,C,Naypyitaw,Member,Female,Health and beauty,Ewallet,81.51,1,85.5855,4.0755,9.2
433-75-6987,2019-03-05,March,Evening,B,Mandalay,Member,Female,Health and beauty,Ewallet,55.97,7,411.3795,19.5895,8.9
750-67-8428,2019-01-05,January,Afternoon,A,Yangon,Member,Female,Health and beauty,Ewallet,74.69,7,548.9715,26.1415,9.1
764-44-8999,2019-02-18,February,Afternoon,B,Mandalay,Normal,Female,Health and beauty,Ewallet,14.76,2,30.9960,1.4760,4.3
433-08-7822,2019-01-05,January,Evening,C,Naypyitaw,Normal,Female,Health and beauty,Ewallet,78.89,7,579.8415,27.6115,7.5
545-07-8534,2019-02-14,February,Afternoon,C,Naypyitaw,Normal,Female,Health and beauty,Ewallet,58.32,2,122.4720,5.8320,6.0
268-20-3585,2019-02-04,February,Afternoon,C,Naypyitaw,Normal,Female,Health and beauty,Ewallet,13.85,9,130.8825,6.2325,6.0
576-31-4774,2019-03-02,March,Afternoon,B,Mandalay,Normal,Female,Health and beauty,Ewallet,73.41,3,231.2415,11.0115,4.0
190-14-3147,2019-02-23,February,Evening,B,Mandalay,Normal,Female,Health and beauty,Ewallet,17.97,4,75.4740,3.5940,6.4
848-07-1692,2019-01-12,January,Evening,B,Mandalay,Normal,Female,Health and beauty,Ewallet,57.22,2,120.1620,5.7220,8.3
726-27-2396,2019-01-24,January,Evening,A,Yangon,Normal,Female,Health and beauty,Ewallet,77.50,5,406.8750,19.3750,4.3
885-17-6250,2019-03-06,March,Morning,A,Yangon,Normal,Female,Health and beauty,Ewallet,79.74,1,83.7270,3.9870,7.3
477-24-6490,2019-02-26,February,Afternoon,B,Mandalay,Normal,Female,Health and beauty,Ewallet,99.71,6,628.1730,29.9130,7.9
749-24-1565,2019-01-03,January,Afternoon,A,Yangon,Normal,Female,Health and beauty,Ewallet,23.03,9,217.6335,10.3635,7.9
483-71-1164,2019-03-08,March,Afternoon,C,Naypyitaw,Normal,Female,Health and beauty,Ewallet,81.30,6,512.1900,24.3900,5.3
838-78-4295,2019-02-10,February,Afternoon,C,Naypyitaw,Normal,Female,Health and beauty,Ewallet,33.47,2,70.2870,3.3470,6.7
333-73-7901,2019-03-23,March,Afternoon,C,Naypyitaw,Normal,Female,Health and beauty,Ewallet,54.92,8,461.3280,21.9680,7.6
256-58-3609,2019-03-18,March,Afternoon,C,Naypyitaw,Member,Male,Fashion accessories,Cash,91.98,1,96.5790,4.5990,9.8
702-83-5291,2019-03-27,March,Morning,C,Naypyitaw,Member,Male,Fashion accessories,Cash,99.82,9,943.2990,44.9190,6.6
885-56-0389,2019-02-12,February,Evening,C,Naypyitaw,Member,Male,Fashion accessories,Cash,52.35,1,54.9675,2.6175,4.0
242-11-3142,2019-02-24,February,Evening,B,Mandalay,Member,Male,Fashion accessories,Cash,83.77,2,175.9170,8.3770,4.6
574-31-8277,2019-03-20,March,Evening,B,Mandalay,Member,Male,Fashion accessories,Cash,33.63,1,35.3115,1.6815,5.6
598-06-7312,2019-02-16,February,Afternoon,B,Mandalay,Member,Male,Fashion accessories,Cash,91.35,1,95.9175,4.5675,6.8
789-23-8625,2019-01-24,January,Morning,B,Mandalay,Member,Male,Fashion accessories,Cash,93.22,3,293.6430,13.9830,7.2
198-84-7132,2019-01-02,January,Afternoon,B,Mandalay,Member,Male,Fashion accessories,Cash,40.61,9,383.7645,18.2745,7.0
537-72-0426,2019-03-20,March,Afternoon,C,Naypyitaw,Member,Male,Fashion accessories,Cash,70.99,10,745.3950,35.4950,5.7
110-48-7033,2019-01-29,January,Afternoon,B,Mandalay,Member,Male,Fashion accessories,Cash,32.62,4,137.0040,6.5240,9.0
269-04-5750,2019-02-21,February,Evening,B,Mandalay,Member,Male,Fashion accessories,Cash,73.82,4,310.0440,14.7640,6.7
163-56-7055,2019-03-26,March,Evening,C,Naypyitaw,Member,Male,Fashion accessories,Cash,48.71,1,51.1455,2.4355,4.1
744-82-9138,2019-02-07,February,Evening,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,86.13,2,180.8730,8.6130,8.2
843-73-4724,2019-01-25,January,Morning,A,Yangon,Normal,Male,Fashion accessories,Cash,74.10,1,77.8050,3.7050,9.2
896-34-0956,2019-01-26,January,Afternoon,A,Yangon,Normal,Male,Fashion accessories,Cash,21.32,1,22.3860,1.0660,5.9
497-36-0989,2019-02-15,February,Afternoon,A,Yangon,Normal,Male,Fashion accessories,Cash,51.94,3,163.6110,7.7910,7.9
807-34-3742,2019-03-26,March,Evening,A,Yangon,Normal,Male,Fashion accessories,Cash,52.38,1,54.9990,2.6190,5.8
379-17-6588,2019-03-14,March,Morning,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,59.61,10,625.9050,29.8050,5.3
514-37-2845,2019-03-20,March,Afternoon,B,Mandalay,Normal,Male,Fashion accessories,Cash,99.25,2,208.4250,9.9250,9.0
489-64-4354,2019-03-09,March,Afternoon,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,16.28,1,17.0940,0.8140,5.0
382-25-8917,2019-01-29,January,Afternoon,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,42.08,6,265.1040,12.6240,8.9
566-71-1091,2019-02-03,February,Afternoon,A,Yangon,Normal,Male,Fashion accessories,Cash,77.02,5,404.3550,19.2550,5.5
566-19-5475,2019-01-07,January,Evening,B,Mandalay,Normal,Male,Fashion accessories,Cash,47.97,7,352.5795,16.7895,6.2
130-98-8941,2019-02-09,February,Morning,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,64.26,7,472.3110,22.4910,5.7
597-78-7908,2019-02-18,February,Evening,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,90.22,3,284.1930,13.5330,6.2
189-98-2939,2019-03-01,March,Afternoon,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,78.55,9,742.2975,35.3475,7.2
362-58-8315,2019-03-25,March,Morning,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,76.52,5,401.7300,19.1300,9.9
796-12-2025,2019-02-11,February,Afternoon,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,62.12,10,652.2600,31.0600,5.9
649-29-6775,2019-02-08,February,Afternoon,B,Mandalay,Normal,Male,Fashion accessories,Cash,33.52,1,35.1960,1.6760,6.7
849-09-3807,2019-02-18,February,Afternoon,A,Yangon,Member,Female,Fashion accessories,Cash,88.34,7,649.2990,30.9190,6.6
759-29-9521,2019-03-04,March,Morning,A,Yangon,Member,Female,Fashion accessories,Cash,48.96,9,462.6720,22.0320,8.0
196-01-2849,2019-02-10,February,Afternoon,C,Naypyitaw,Member,Female,Fashion accessories,Cash,73.38,7,539.3430,25.6830,9.5
484-22-8230,2019-01-08,January,Evening,C,Naypyitaw,Member,Female,Fashion accessories,Cash,51.89,7,381.3915,18.1615,4.5
198-66-9832,2019-02-04,February,Evening,B,Mandalay,Member,Female,Fashion accessories,Cash,72.04,2,151.2840,7.2040,9.5
767-54-1907,2019-02-13,February,Afternoon,B,Mandalay,Member,Female,Fashion accessories,Cash,29.56,5,155.1900,7.3900,6.9
725-32-9708,2019-01-04,January,Evening,B,Mandalay,Member,Female,Fashion accessories,Cash,68.71,4,288.5820,13.7420,4.1
541-89-9860,2019-02-15,February,Afternoon,C,Naypyitaw,Member,Female,Fashion accessories,Cash,80.48,3,253.5120,12.0720,8.1
655-85-5130,2019-03-13,March,Evening,B,Mandalay,Member,Female,Fashion accessories,Cash,38.30,4,160.8600,7.6600,5.7
279-62-1445,2019-02-21,February,Afternoon,C,Naypyitaw,Member,Female,Fashion accessories,Cash,12.54,1,13.1670,0.6270,8.2
556-86-3144,2019-01-13,January,Evening,C,Naypyitaw,Member,Female,Fashion accessories,Cash,74.29,1,78.0045,3.7145,5.0
846-10-0341,2019-01-06,January,Morning,A,Yangon,Normal,Female,Fashion accessories,Cash,42.57,7,312.8895,14.8995,6.8
749-81-8133,2019-03-11,March,Afternoon,A,Yangon,Normal,Female,Fashion accessories,Cash,94.67,4,397.6140,18.9340,6.8
895-03-6665,2019-02-16,February,Morning,B,Mandalay,Normal,Female,Fashion accessories,Cash,36.51,9,345.0195,16.4295,4.2
125-45-2293,2019-01-19,January,Afternoon,A,Yangon,Normal,Female,Fashion accessories,Cash,99.10,6,624.3300,29.7300,4.2
477-59-2456,2019-01-23,January,Morning,C,Naypyitaw,Normal,Female,Fashion accessories,Cash,45.44,7,333.9840,15.9040,9.2
418-05-0656,2019-02-02,February,Evening,B,Mandalay,Normal,Female,Fashion accessories,Cash,25.56,7,187.8660,8.9460,7.1
258-69-7810,2019-01-26,January,Evening,C,Naypyitaw,Normal,Female,Fashion accessories,Cash,36.85,5,193.4625,9.2125,9.2
651-88-7328,2019-01-01,January,Afternoon,A,Yangon,Normal,Female,Fashion accessories,Cash,65.74,9,621.2430,29.5830,7.7
582-52-8065,2019-02-22,February,Morning,B,Mandalay,Normal,Female,Fashion accessories,Cash,54.31,9,513.2295,24.4395,8.9
709-58-4068,2019-02-28,February,Afternoon,B,Mandalay,Normal,Female,Fashion accessories,Cash,41.09,10,431.4450,20.5450,7.3
173-82-9529,2019-01-26,January,Afternoon,B,Mandalay,Normal,Female,Fashion accessories,Cash,37.95,10,398.4750,18.9750,9.7
834-25-9262,2019-01-06,January,Afternoon,C,Naypyitaw,Normal,Female,Fashion accessories,Cash,81.68,4,343.0560,16.3360,9.1
563-91-7120,2019-03-08,March,Afternoon,A,Yangon,Normal,Female,Fashion accessories,Cash,61.77,5,324.2925,15.4425,6.7
848-42-2560,2019-03-05,March,Evening,A,Yangon,Normal,Female,Fashion accessories,Cash,81.91,2,172.0110,8.1910,7.8
289-65-5721,2019-01-26,January,Evening,B,Mandalay,Normal,Female,Fashion accessories,Cash,81.37,2,170.8770,8.1370,6.5
191-10-6171,2019-01-25,January,Afternoon,B,Mandalay,Normal,Female,Fashion accessories,Cash,39.62,7,291.2070,13.8670,7.5
